title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Ex-Shaman,MOVIE,2018,81,['documentation'],0,7.1,245
Recovery Boys,MOVIE,2018,90,['documentation'],0,6.7,714
The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,49,['action'; 'crime'],2,6.7,144
Christmas with a Prince,MOVIE,2018,82,['romance'; 'drama'],0,5.2,1627
Buddy Thunderstruck: The Maybe Pile,MOVIE,2017,13,['comedy'],0,0,0
Bayonet,MOVIE,2018,101,['drama'],0,5.7,549
Frat Star,MOVIE,2017,85,['drama'; 'comedy'],0,3.6,659
Death by Magic,SHOW,2018,33,['reality'],1,6.1,629
A Sort of Family,MOVIE,2017,95,['drama'; 'thriller'; 'crime'; 'european'],0,6.3,694
Sudani from Nigeria,MOVIE,2018,123,['comedy'; 'drama'; 'family'; 'sport'],0,8.2,4159
Kuntilanak,MOVIE,2018,105,['comedy'; 'horror'; 'family'],0,4.6,651
The Last Hour,MOVIE,2017,118,['drama'; 'thriller'; 'history'],0,6.3,522
Njan Prakashan,MOVIE,2018,131,['comedy'; 'drama'],0,7.6,4304
The Crossing,MOVIE,2017,10,['documentation'],0,7.5,0
Ainori Love Wagon: Asian Journey,SHOW,2017,27,['reality'],2,6.8,271
The Holiday Calendar,MOVIE,2018,95,['romance'; 'comedy'; 'drama'; 'fantasy'],0,5.7,9985
Cities of Last Things,MOVIE,2018,106,['crime'; 'drama'; 'scifi'],0,6.2,1615
The Trader,MOVIE,2018,23,['documentation'],0,0,0
Little Singham,SHOW,2018,12,['action'],2,3.5,91
Million Pound Menu,SHOW,2018,59,['reality'],2,6.5,563
Seeing Allred,MOVIE,2018,96,['documentation'],0,7.2,1338
Take My Brother Away,SHOW,2018,46,['comedy'; 'drama'; 'family'],1,6.7,161
A Taiwanese Tale of Two Cities,SHOW,2018,68,['drama'],2,6.1,159
Fire Chasers,SHOW,2017,58,['documentation'],1,6.6,368
Jimmy: The True Story of a True Idiot,SHOW,2018,42,['drama'; 'comedy'],1,6.8,77
The Grown-Ups,MOVIE,2017,82,['documentation'],0,7.6,251
Christmas with a View,MOVIE,2018,90,['romance'; 'drama'],0,5.1,4544
Smoking,SHOW,2018,24,['drama'; 'crime'; 'comedy'],2,7.4,456
Paranormal Investigation,MOVIE,2018,92,['thriller'; 'horror'],0,3.7,1652
Carlos Ballarta: furia ñera,MOVIE,2018,62,['comedy'],0,7.2,212
C/o Kancharapalem,MOVIE,2018,152,['drama'],0,9,6562
Animas,MOVIE,2018,83,['drama'; 'horror'; 'thriller'; 'animation'; 'european'],0,0,0
Coin Heist,MOVIE,2017,97,['crime'; 'thriller'; 'drama'; 'romance'],0,4.8,2638
Here to Heart,SHOW,2018,45,['drama'; 'romance'],1,7.5,219
Semesta,MOVIE,2018,88,['documentation'],0,7.3,111
Rajma Chawal,MOVIE,2018,129,['comedy'; 'drama'; 'family'],0,5.7,1815
Sofía Niño de Rivera: Natural Selection,MOVIE,2018,61,['comedy'],0,6.9,237
Unbridled,MOVIE,2018,96,['thriller'; 'european'],0,5.1,498
LEGO Elves: Secrets of Elvendale,SHOW,2017,24,['scifi'; 'animation'; 'fantasy'],1,6.9,163
The Mars Generation,MOVIE,2017,97,['documentation'],0,6.5,989
Deranged,MOVIE,2017,99,['thriller'],0,3.5,11
El Diesel,MOVIE,2018,105,['thriller'; 'action'; 'crime'],0,4.5,437
Time Share,MOVIE,2018,96,['drama'; 'horror'; 'thriller'; 'european'],0,5.9,2762
The Wishing Tree,MOVIE,2017,99,['fantasy'; 'drama'],0,5.7,92
Oh My Ghost,SHOW,2018,51,['drama'; 'comedy'],1,0,0
Edha,SHOW,2018,40,['drama'],1,4.9,632
Overnight Republic,MOVIE,2017,105,['comedy'],0,5.8,4632
Been So Long,MOVIE,2018,100,['romance'; 'drama'],0,5.4,1100
Wrong Kind of Black,SHOW,2018,16,['comedy'; 'drama'],1,7.7,148
Gad Elmaleh: American Dream,MOVIE,2018,57,['comedy'],0,7.2,1028
Maz Jobrani: Immigrant,MOVIE,2017,67,['comedy'; 'documentation'],0,6.7,840
Love Jacked,MOVIE,2018,100,['comedy'; 'romance'],0,5.9,2142
Monkey Twins,SHOW,2018,53,['crime'; 'action'],1,7.9,92
Michael Lost and Found,MOVIE,2017,19,['documentation'],0,0,0
Kartini: Princess of Java,MOVIE,2017,118,['drama'; 'family'; 'history'; 'european'],0,7.6,511
Resurface,MOVIE,2017,27,['documentation'; 'sport'; 'war'],0,7.1,286
True: Magical Friends,SHOW,2018,24,['animation'],1,0,0
Laerte-se,MOVIE,2017,100,['documentation'],0,7,688
Take the 10,MOVIE,2017,80,['comedy'],0,4.7,3130
Ladies First,MOVIE,2017,39,['documentation'; 'comedy'; 'romance'],0,3.9,25
Dismissal,MOVIE,2017,90,['comedy'],0,5,973
Sunday's Illness,MOVIE,2018,113,['drama'; 'european'],0,6.9,3484
Baby Ballroom,SHOW,2017,45,['documentation'],2,7.8,198
Target,MOVIE,2018,93,['horror'; 'thriller'; 'comedy'],0,3.9,496
Liberated: The New Sexual Revolution,MOVIE,2017,84,['documentation'],0,6,1502
Age of Rebellion,SHOW,2018,83,['drama'; 'romance'; 'crime'],1,8.6,49
Naam Shabana,MOVIE,2017,147,['thriller'; 'action'; 'drama'],0,6.2,6712
Born Racer,MOVIE,2018,88,['drama'; 'action'; 'documentation'],0,6.1,256
The Girl Allergic to Wi-Fi,MOVIE,2018,104,['romance'],0,6.3,290
HiGH&LOW The Movie 3: Final Mission,MOVIE,2017,118,['drama'; 'action'],0,7.7,636
Kevin James: Never Don't Give Up,MOVIE,2018,62,['comedy'],0,6.1,1448
Sylvia,MOVIE,2018,130,['thriller'; 'drama'; 'romance'],0,4.7,126
Suzzanna: Buried Alive,MOVIE,2018,125,['horror'; 'comedy'; 'drama'; 'thriller'],0,5.5,894
The Doll 2,MOVIE,2017,116,['thriller'; 'horror'],0,5.2,534
How to Get Over a Breakup,MOVIE,2018,104,['comedy'],0,6.1,1972
All About the Washingtons,SHOW,2018,23,['comedy'; 'music'],1,4.8,708
Cook Off,MOVIE,2017,116,['comedy'; 'romance'],0,6.1,337
Weapon of Choice,MOVIE,2018,90,['documentation'; 'european'],0,4.8,162
All the Reasons to Forget,MOVIE,2017,90,['comedy'; 'drama'],0,6.2,523
The Lost Brother,MOVIE,2017,112,['thriller'; 'crime'; 'drama'; 'european'],0,6.5,1690
D.L. Hughley: Contrarian,MOVIE,2018,58,['comedy'],0,6.6,606
Part-Time Idol,SHOW,2017,40,['drama'; 'family'; 'music'; 'comedy'],1,6.7,108
Hometown Holiday,MOVIE,2018,84,['drama'; 'romance'; 'comedy'],0,5,994
Zion,MOVIE,2018,10,['documentation'; 'drama'],0,0,0
The Single Wives,SHOW,2018,50,['reality'],1,6.5,73
Can't Help Falling in Love,MOVIE,2017,119,['romance'; 'comedy'; 'drama'],0,7.2,889
The Honeymoon Stand Up Special,SHOW,2018,31,['comedy'],1,6.8,515
Blanche Gardin: I Talk to Myself,MOVIE,2017,88,['comedy'; 'european'],0,7.9,133
Fishtronaut: The Movie,MOVIE,2018,88,['animation'; 'family'],0,7.5,72
Gad Gone Wild,MOVIE,2017,57,['comedy'; 'european'],0,6.9,396
Awe!,MOVIE,2018,115,['drama'; 'romance'; 'thriller'; 'fantasy'; 'horror'; 'scifi'],0,7.8,4967
Pad Man,MOVIE,2018,140,['comedy'; 'drama'],0,7.9,25269
Jack Whitehall: At Large,MOVIE,2017,67,['comedy'],0,6.9,2094
Sparring,MOVIE,2017,95,['drama'; 'sport'; 'european'],0,6.4,614
A Boy Named Flora A,SHOW,2017,89,['drama'; 'comedy'],2,7.9,314
My Travel Buddy,MOVIE,2017,115,['comedy'],0,6.1,6656
Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,65,['comedy'; 'documentation'],0,6.6,526
God Calling,MOVIE,2018,120,['drama'],0,0,0
Party Monster: Scratching the Surface,MOVIE,2018,33,['comedy'],0,0,0
Catching Feelings,MOVIE,2017,115,['romance'; 'comedy'; 'drama'],0,5.8,552
Strongest Deliveryman,SHOW,2017,55,['drama'; 'romance'],1,7.4,626
Jen Kirkman: Just Keep Livin'?,MOVIE,2017,69,['comedy'],0,6.7,1281
Crossroads: One Two Jaga,MOVIE,2018,80,['drama'; 'crime'],0,6.6,634
Superlopez,MOVIE,2018,108,['comedy'; 'scifi'; 'action'; 'european'],0,5.4,3574
The Birth Reborn 2,MOVIE,2018,91,['documentation'],0,6.6,5
The Last Runaway,MOVIE,2018,107,['crime'; 'action'; 'drama'],0,5.9,719
Soorma,MOVIE,2018,131,['drama'; 'sport'],0,7.4,5103
Cristela Alonzo: Lower Classy,MOVIE,2017,66,['comedy'],0,6.4,845
The Could've-Gone-All-the-Way Committee,SHOW,2018,24,['comedy'; 'drama'],1,6.8,102
48 Christmas Wishes,MOVIE,2017,84,['family'; 'fantasy'; 'comedy'],0,3.9,1103
The Maus,MOVIE,2017,90,['horror'; 'fantasy'; 'drama'; 'european'],0,4.7,6331
Bygones Be Bygones,MOVIE,2017,103,['comedy'],0,6.2,3973
Russell Howard: Recalibrate,MOVIE,2017,69,['comedy'],0,7.4,1587
The Girl From the Song,MOVIE,2017,102,['drama'; 'music'; 'romance'; 'european'],0,5.6,1750
Manu,MOVIE,2018,182,['thriller'; 'romance'],0,8,1073
Goyo: The Boy General,MOVIE,2018,155,['history'; 'action'; 'war'],0,6.7,799
Lucas Brothers: On Drugs,MOVIE,2017,49,['comedy'],0,5.5,830
Coffee for All,MOVIE,2017,69,['documentation'; 'european'],0,5.6,385
Loudon Wainwright III: Surviving Twin,MOVIE,2018,91,['music'; 'documentation'],0,7.1,94
Ana e Vitória,MOVIE,2018,115,['romance'; 'comedy'; 'music'],0,6.4,604
King of Boys,MOVIE,2018,169,['drama'; 'crime'],0,6.1,404
The Many Faces of Ito,SHOW,2017,30,['drama'; 'comedy'; 'romance'],1,6.7,244
Silence Is Welcome,MOVIE,2017,94,['drama'],0,4.6,101
Two Catalonias,MOVIE,2018,116,['documentation'; 'history'; 'european'],0,6.4,677
No One Will Ever Know,MOVIE,2018,102,['drama'],0,6.2,135
Def Comedy Jam 25,MOVIE,2017,81,['comedy'; 'documentation'],0,6.6,1096
Genius,MOVIE,2018,98,['unknown'],0,0,0
Lovefucked,MOVIE,2018,105,['drama'],0,0,0
Bon Cop Bad Cop 2,MOVIE,2017,126,['crime'; 'action'; 'comedy'],0,6.6,4126
Jim Jefferies: This Is Me Now,MOVIE,2018,70,['comedy'],0,7.3,3984
Match,MOVIE,2017,90,['drama'],0,4.1,7
Mubarakan,MOVIE,2017,156,['drama'; 'comedy'; 'romance'],0,5.6,3906
Paskal,MOVIE,2018,100,['action'; 'drama'],0,6.8,2964
Stars in the Sky: A Hunting Story,MOVIE,2018,69,['documentation'],0,7.3,333
Notes from Dunblane: Lessons from a School Shooting,MOVIE,2018,23,['documentation'],0,0,0
Tattoo of Revenge,MOVIE,2018,150,['thriller'; 'comedy'; 'romance'],0,4.9,112
Pickpockets,MOVIE,2018,100,['drama'; 'thriller'; 'crime'],0,5.4,1179
El Potro: lo mejor del amor,MOVIE,2018,122,['drama'; 'music'],0,5.2,723
Neevevaro,MOVIE,2018,130,['thriller'; 'action'; 'drama'; 'romance'],0,6.9,809
A House of Blocks,SHOW,2017,84,['horror'; 'drama'],1,2.3,137
First and Last,SHOW,2018,44,['documentation'],1,6.7,421
Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,84,['comedy'; 'documentation'],0,7.8,1436
#ABtalks,SHOW,2018,68,['unknown'],1,9.6,7
Dave Chappelle: Equanimity & The Bird Revelation,SHOW,2017,57,['comedy'],1,0,0
Aurora,MOVIE,2018,110,['thriller'; 'horror'],0,4.3,603
Gunshot,MOVIE,2018,96,['drama'; 'thriller'; 'crime'; 'documentation'; 'european'],0,6.8,593
Smaller and Smaller Circles,MOVIE,2017,111,['thriller'; 'crime'],0,6.6,234
Todd Barry: Spicy Honey,MOVIE,2017,60,['comedy'],0,6.8,840
Joshua: Teenager vs. Superpower,MOVIE,2017,78,['documentation'],0,7.2,1531
The Bros,MOVIE,2017,102,['comedy'; 'fantasy'],0,6.1,616
5 Star Christmas,MOVIE,2018,92,['comedy'; 'european'],0,4.5,767
The Reservoir Game,MOVIE,2017,100,['documentation'],0,6,35
Todo lo que sería Lucas Lauriente,MOVIE,2018,78,['comedy'],0,6.9,108
Running Man,SHOW,2017,11,['animation'; 'comedy'],1,8.4,32
Julie's Greenroom,SHOW,2017,26,['comedy'; 'family'],1,8.2,328
DTC –Yukemuri Junjo Hen– from HiGH&LOW,MOVIE,2018,102,['comedy'; 'drama'],0,6.8,55
Hari Kondabolu: Warn Your Relatives,MOVIE,2018,67,['comedy'],0,6.5,837
Alexis de Anda: Mea Culpa,MOVIE,2017,54,['comedy'],0,4.9,101
Freej Al Taibeen,MOVIE,2018,100,['comedy'; 'sport'],0,5.8,9
All Hail King Julien: Exiled,SHOW,2017,23,['animation'; 'comedy'; 'family'; 'fantasy'],1,7.5,559
Gurgaon,MOVIE,2017,107,['thriller'; 'crime'],0,6.5,2191
Ani... Dr. Kashinath Ghanekar,MOVIE,2018,159,['drama'],0,8.5,1071
Jim Norton: Mouthful of Shame,MOVIE,2017,61,['comedy'],0,7,1324
Fanatyk,MOVIE,2017,33,['drama'; 'comedy'],0,0,0
Jonaki,MOVIE,2018,96,['fantasy'; 'drama'; 'european'],0,6.8,251
Rafinha Bastos: Ultimatum,MOVIE,2018,62,['comedy'],0,6.5,214
A StoryBots Christmas,MOVIE,2017,25,['fantasy'; 'comedy'; 'family'],0,5.7,156
Falling in Love Like a Romantic Drama,SHOW,2018,39,['reality'],1,0,0
Justice: Qalb Al Adala,SHOW,2017,37,['drama'; 'crime'],1,5.6,155
Lionheart,MOVIE,2018,95,['drama'; 'comedy'],0,5.7,1444
REA(L)OVE,SHOW,2018,45,['reality'],1,6.6,210
Droppin' Cash: Los Angeles,SHOW,2018,23,['reality'],2,3.4,116
Argon,SHOW,2017,63,['drama'],1,7.3,261
Night of Knots,MOVIE,2018,100,['comedy'],0,5.4,1282
Love You to the Stars and Back,MOVIE,2017,111,['drama'; 'comedy'; 'romance'],0,7.6,531
Marlon Wayans: Woke-ish,MOVIE,2018,68,['comedy'; 'documentation'],0,6.5,1390
Buddy Thunderstruck,SHOW,2017,22,['comedy'; 'sport'; 'animation'; 'action'; 'family'],2,7.8,489
Ghost Hunting,MOVIE,2017,94,['documentation'; 'european'],0,7.1,219
Music Teacher,MOVIE,2018,101,['drama'; 'romance'],0,6.2,684
Poster Boys,MOVIE,2017,128,['comedy'],0,5.5,1541
Blazing Transfer Students,SHOW,2017,26,['action'; 'comedy'],1,7,116
Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,32,['comedy'; 'drama'],1,6.4,816
Munafik 2,MOVIE,2018,104,['horror'],0,6.3,1654
The Hows of Us,MOVIE,2018,117,['drama'; 'comedy'; 'romance'],0,6.7,2695
Regiment Diaries,SHOW,2018,42,['documentation'],2,8.6,80
Marco Luque - We are together,MOVIE,2017,73,['comedy'],0,4.4,76
Felipe Neto: My Life Makes No Sense,MOVIE,2017,90,['comedy'; 'documentation'],0,4.4,245
Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,2017,62,['comedy'],0,4.3,330
Blessed Benefit,MOVIE,2017,83,['comedy'; 'drama'; 'european'],0,6.6,665
Robozuna,SHOW,2018,22,['animation'],3,6.6,92
Malena Pichot: Estupidez compleja,MOVIE,2018,50,['comedy'],0,5.7,360
Chief Daddy,MOVIE,2018,98,['comedy'; 'drama'],0,4.7,269
Adhugo,MOVIE,2018,110,['drama'],0,5.9,65
Solo el amor,MOVIE,2018,93,['romance'; 'drama'; 'music'; 'comedy'],0,4.7,68
Hedefim Sensin,MOVIE,2018,105,['comedy'],0,6.2,4384
Deliha 2,MOVIE,2018,106,['comedy'],0,4.7,2554
Spivak,MOVIE,2018,91,['comedy'],0,5.6,732
For Here or to Go?,MOVIE,2017,105,['drama'; 'comedy'],0,6.8,605
DreamWorks Home: For the Holidays,MOVIE,2017,45,['fantasy'; 'comedy'; 'family'; 'scifi'; 'animation'],0,4.9,149
Check The Store Next Door,SHOW,2018,30,['comedy'; 'drama'],2,7.8,129
Late Life: The Chien-Ming Wang Story,MOVIE,2018,97,['documentation'; 'sport'],0,7.2,465
Listen,MOVIE,2017,109,['drama'; 'romance'],0,6.6,227
Aiyaary,MOVIE,2018,157,['thriller'; 'action'; 'drama'],0,5.2,4671
Battlefish,SHOW,2018,45,['reality'],1,7,426
Pulang,MOVIE,2018,120,['drama'; 'romance'; 'action'],0,6.7,594
A Little Help with Carol Burnett,SHOW,2018,34,['unknown'],1,6.3,233
Alter Ego,MOVIE,2017,111,['drama'],0,5.7,55
Pucca: Love Recipe,SHOW,2018,24,['comedy'],1,0,0
Ayotzinapa: The Turtle's Pace,MOVIE,2018,80,['documentation'],0,7.4,204
The Price of Success,MOVIE,2017,92,['drama'; 'comedy'; 'european'],0,5.8,362
Turkish Dance School,MOVIE,2017,111,['drama'; 'comedy'],0,5.7,2113
Spiritual House,SHOW,2017,41,['unknown'],1,0,0
Vanjagar Ulagam,MOVIE,2018,161,['thriller'; 'action'; 'crime'; 'drama'],0,6,258
Verses of Love 2,MOVIE,2017,125,['drama'; 'romance'],0,5.9,603
Luciano Mellera: Infantiloide,MOVIE,2018,66,['comedy'],0,7.5,1516
My Travel Buddy 2,MOVIE,2018,116,['comedy'],0,5.8,3217
Alan Saldaña: mi vida de pobre,MOVIE,2017,53,['comedy'],0,6.3,68
Vir Das: Abroad Understanding,MOVIE,2017,65,['comedy'],0,6.9,1697
Hantu Kak Limah,MOVIE,2018,111,['horror'; 'comedy'],0,5.6,677
Back to Q82,MOVIE,2017,105,['scifi'; 'action'; 'comedy'],0,6,94
Garbage,MOVIE,2018,105,['thriller'; 'drama'],0,3.4,1004
Teefa in Trouble,MOVIE,2018,155,['drama'; 'comedy'; 'crime'; 'romance'; 'action'],0,7.3,3569
Potato Potahto,MOVIE,2017,104,['comedy'],0,4.1,208
Joe Mande's Award-Winning Comedy Special,MOVIE,2017,66,['comedy'; 'documentation'],0,6.1,498
The Hollywood Masters,SHOW,2017,34,['documentation'],3,7.2,86
The Royal Hibiscus Hotel,MOVIE,2018,90,['comedy'; 'romance'],0,5.5,276
Kulipari: Dream Walker,SHOW,2018,19,['fantasy'; 'animation'; 'action'],1,7.7,91
Puriyaatha Puthir,MOVIE,2017,140,['thriller'],0,6.6,1032
Son Of Adam,MOVIE,2018,109,['thriller'],0,0,0
ID-0,SHOW,2017,24,['scifi'; 'animation'; 'action'; 'drama'],1,6.2,320
Super Monsters and the Wish Star,MOVIE,2018,27,['fantasy'],0,0,0
Ryan Hamilton: Happy Face,MOVIE,2017,56,['comedy'; 'documentation'],0,7.3,921
Chicken Soup for the Soul's Being Dad,SHOW,2018,40,['reality'],1,0,0
Daniel Sosa: Sosafado,MOVIE,2017,77,['comedy'],0,5.4,98
Fantastica,MOVIE,2018,114,['fantasy'; 'comedy'],0,3.6,212
Food on the Go,MOVIE,2017,66,['documentation'; 'european'],0,6.3,211
Agustín Aristarán: Soy Rada,MOVIE,2018,60,['comedy'],0,6.1,121
Grillo vs Grillo,MOVIE,2017,95,['comedy'; 'european'],0,5.2,129
Jim Gaffigan: Cinco,MOVIE,2017,73,['comedy'],0,7.1,2381
Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,58,['comedy'; 'drama'; 'family'],0,6.7,5633
My Ex & Whys,MOVIE,2017,120,['romance'; 'drama'],0,6.2,572
Pa Paandi,MOVIE,2017,125,['comedy'; 'action'; 'romance'; 'family'; 'drama'],0,7.4,1725
Penalty Kick,MOVIE,2018,89,['comedy'],0,3.7,280
Noblemen,MOVIE,2018,108,['drama'],0,5.6,274
Bonboné,MOVIE,2018,15,['comedy'; 'drama'],0,0,0
Brad Paisley's Comedy Rodeo,MOVIE,2017,63,['comedy'],0,5.7,151
Pacíficum,MOVIE,2017,74,['documentation'],0,6.5,126
Mama's Boy,MOVIE,2018,104,['comedy'],0,6.1,987
Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,MOVIE,2018,86,['unknown'],0,0,0
Seven Sundays,MOVIE,2017,128,['drama'; 'comedy'],0,7.7,456
Puppy Star Christmas,MOVIE,2018,90,['family'; 'comedy'],0,3.6,248
Mo Amer: The Vagabond,MOVIE,2018,56,['comedy'; 'documentation'],0,7.3,799
Marriage Palace,MOVIE,2018,102,['comedy'],0,6.2,180
The Perfect Match,SHOW,2017,44,['comedy'; 'drama'],1,0,0
Harvey Street Kids,SHOW,2018,24,['action'; 'family'; 'animation'; 'comedy'],4,6.8,249
Pahuna: The Little Visitors,MOVIE,2017,138,['drama'],0,7.5,397
Shiva VS Autobots,MOVIE,2018,79,['unknown'],0,0,0
Mahi NRI,MOVIE,2017,132,['comedy'; 'drama'],0,5.9,83
Rodney King,MOVIE,2017,52,['crime'; 'comedy'; 'drama'; 'history'; 'documentation'],0,5.8,601
Exes Baggage,MOVIE,2018,104,['drama'; 'romance'],0,6.4,267
Mauli,MOVIE,2018,134,['drama'; 'action'],0,5.6,362
Tracy Morgan: Staying Alive,MOVIE,2017,60,['comedy'],0,6.1,1202
Voulez-vous rire avec moi ce soir?,MOVIE,2018,93,['documentation'; 'european'],0,6.8,43
La Leyenda del Diamante,MOVIE,2018,87,['fantasy'; 'scifi'; 'action'; 'horror'; 'western'; 'family'],0,3.4,48
Pup Star: World Tour,MOVIE,2018,87,['comedy'; 'family'],0,3.8,207
Shubh Aarambh,MOVIE,2017,126,['comedy'; 'drama'; 'family'],0,6.8,121
Chris D'Elia: Man on Fire,MOVIE,2017,65,['comedy'; 'documentation'],0,6.5,1720
A Drowning Man,MOVIE,2017,15,['drama'],0,0,0
A Man for The Weekend,MOVIE,2017,94,['romance'; 'comedy'],0,4,11
DeRay Davis: How to Act Black,MOVIE,2017,66,['comedy'],0,6.1,427
Life Plan A and B,SHOW,2017,80,['drama'],1,7.8,106
Thug Life,MOVIE,2017,134,['comedy'; 'drama'],0,5.7,48
Posesif,MOVIE,2017,102,['drama'; 'comedy'; 'romance'],0,7.4,920
Merku Thodarchi Malai,MOVIE,2018,122,['drama'],0,8.6,1810
Natalia Valdebenito: El especial,MOVIE,2018,76,['comedy'],0,5.1,82
Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,77,['comedy'],0,4.8,71
Arango y Sanint: Ríase el show,MOVIE,2018,62,['comedy'],0,4,42
Doob,MOVIE,2017,102,['drama'],0,6.2,1863
Adel Karam: Live from Beirut,MOVIE,2018,59,['comedy'],0,5.5,144
Stretch Armstrong: The Breakout,MOVIE,2018,45,['animation'],0,0,0
Love and Shukla,MOVIE,2017,117,['romance'; 'comedy'; 'drama'],0,7.3,933
Alejandro Riaño: Especial de stand up,MOVIE,2018,60,['comedy'],0,4.9,69
Birdshot,MOVIE,2017,116,['thriller'; 'drama'],0,6.6,781
Kavin Jay : Everybody Calm Down!,MOVIE,2018,53,['comedy'; 'documentation'],0,5.9,232
Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,57,['comedy'],0,6.7,80
Coco y Raulito: Carrusel de ternura,MOVIE,2018,56,['comedy'],0,6.6,39
First Love,MOVIE,2018,122,['drama'; 'romance'],0,6,149
Fernando Sanjiao: Hombre,MOVIE,2018,63,['comedy'],0,6.3,57
Prince of Peoria: A Christmas Moose Miracle,MOVIE,2018,29,['comedy'],0,0,0
Highland: Thailand's Marijuana Awakening,SHOW,2017,20,['documentation'],1,6.2,24
Ricardo Quevedo: Hay gente así,MOVIE,2018,58,['comedy'],0,6.3,104
Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,89,['romance'; 'comedy'],0,4.6,216
The Lost Café,MOVIE,2018,76,['drama'; 'comedy'],0,6.4,24
Zoé: Panoramas,MOVIE,2017,89,['music'; 'documentation'],0,6.8,77
Fabrizio Copano: solo pienso en mí,MOVIE,2017,59,['comedy'],0,5,33
Good Game: The Beginning,MOVIE,2018,104,['comedy'; 'drama'; 'sport'],0,4.4,1796
Santo cachón,MOVIE,2018,87,['comedy'],0,4.8,53
Pinky Memsaab,MOVIE,2018,124,['drama'; 'family'],0,6.3,521
Heaven Without People,MOVIE,2017,91,['drama'],0,7.6,1249
Yoo Byung Jae: Discomfort Zone,MOVIE,2018,54,['comedy'],0,0,0
Hadithi za Kumekucha: Fatuma,MOVIE,2018,85,['drama'],0,7.6,8
Echcharikkai,MOVIE,2018,134,['thriller'; 'crime'; 'drama'],0,6.3,307
Nathicharami,MOVIE,2018,116,['drama'],0,7.2,316
Facing Mecca,MOVIE,2017,25,['drama'],0,0,0
Ayana,MOVIE,2017,112,['drama'; 'documentation'],0,7.4,128
Table Manners,MOVIE,2018,105,['comedy'; 'drama'],0,5.1,43
Salam - The First ****** Nobel Laureate,MOVIE,2018,75,['documentation'],0,7.8,414
Todd Glass: Act Happy,MOVIE,2018,62,['comedy'],0,5.1,366
Lilli,MOVIE,2018,91,['thriller'],0,5.7,278
Eve's Apple,MOVIE,2017,90,['documentation'; 'european'],0,5.9,86
Joaquín Reyes: Una y no más,MOVIE,2017,77,['comedy'],0,0,0
Enissa Amani: Ehrenwort,MOVIE,2018,65,['comedy'; 'european'],0,5.5,194
Kingdom of Us,MOVIE,2017,109,['documentation'; 'drama'],0,7,887
Aruna & Her Palate,MOVIE,2018,106,['romance'; 'drama'],0,7.2,765
Into the Wind,MOVIE,2018,76,['drama'; 'european'],0,4.2,42
Baby Mamas,MOVIE,2018,93,['drama'; 'comedy'],0,6.6,63
The Break with Michelle Wolf,SHOW,2018,30,['comedy'],1,5.1,1862
Lynne Koplitz: Hormonal Beast,MOVIE,2017,51,['comedy'],0,6.2,417
Jindua,MOVIE,2017,140,['romance'; 'comedy'; 'family'],0,6.5,275
Yoo Byung Jae: Too Much Information,MOVIE,2018,63,['comedy'],0,5.3,53
Ask the Doctor,SHOW,2017,28,['documentation'],3,6.5,289
Sei,MOVIE,2018,128,['thriller'; 'action'; 'crime'],0,4.2,64
Oga Bolaji,MOVIE,2018,91,['drama'],0,0,0
Christmas Catch,MOVIE,2018,80,['romance'; 'comedy'; 'crime'],0,5.3,1428
Project Papa,MOVIE,2018,97,['drama'],0,6.3,35
Kibaoh Klashers,SHOW,2017,24,['scifi'],2,6.3,17
#FriendButMarried,MOVIE,2018,102,['romance'; 'comedy'; 'drama'],0,6.9,695
Mr. Chandramouli,MOVIE,2018,122,['romance'; 'sport'; 'comedy'],0,5.1,234
Sebastián Marcelo Wainraich,MOVIE,2018,49,['comedy'],0,6.4,105
True: Wonderful Wishes,SHOW,2018,23,['animation'],1,0,0
Dhh,MOVIE,2018,128,['drama'; 'family'],0,7.9,320
Three Words to Forever,MOVIE,2018,106,['drama'; 'romance'; 'comedy'; 'family'],0,6.8,109
Little Singham aur Kaal ka Mahajaal,MOVIE,2018,68,['comedy'],0,0,0
Unexpectedly Yours,MOVIE,2017,120,['romance'; 'comedy'],0,6.8,178
Next Enti?,MOVIE,2018,157,['drama'; 'romance'; 'comedy'],0,4.6,159
Loo Loo Kids Johny & Friends Musical Adventure,SHOW,2018,3,['unknown'],1,0,0
The Sound of Your Heart: Reboot,SHOW,2018,34,['comedy'],2,5.9,134
Luo Bao Bei,SHOW,2018,11,['animation'],1,8,38
RIDE ON TIME,SHOW,2018,24,['unknown'],3,0,0
Dance & Sing With True,SHOW,2018,0,['animation'; 'family'],1,0,0
